R_DATE,TPERIOD,STATION,CTGRY,RIDERS
8/2/21 0:00,6AM-9AM,18 Av (F),STUDENT,4
8/2/21 0:00,9AM-4PM,18 Av (F),STUDENT,6
8/2/21 0:00,4PM-7PM,18 Av (N),STUDENT,9
8/2/21 0:00,6AM-9AM,18 Av (N),STUDENT,6
8/2/21 0:00,9AM-4PM,18 Av (N),STUDENT,9
8/2/21 0:00,4PM-7PM,18 St (1),STUDENT,2
8/2/21 0:00,9AM-4PM,18 St (1),STUDENT,23
8/2/21 0:00,4PM-7PM,181 St (A),STUDENT,2
8/2/21 0:00,6AM-9AM,181 St (A),STUDENT,20
8/2/21 0:00,7PM-12AM,181 St (A),STUDENT,1
8/2/21 0:00,9AM-4PM,181 St (A),STUDENT,19
8/2/21 0:00,4PM-7PM,"182-183 Sts (B,D)",STUDENT,4
8/2/21 0:00,6AM-9AM,"182-183 Sts (B,D)",STUDENT,15
8/2/21 0:00,9AM-4PM,"182-183 Sts (B,D)",STUDENT,16
8/2/21 0:00,12AM-6AM,183 St (4),STUDENT,1
8/2/21 0:00,4PM-7PM,183 St (4),STUDENT,6
8/2/21 0:00,6AM-9AM,183 St (4),STUDENT,24
8/2/21 0:00,7PM-12AM,183 St (4),STUDENT,1
8/2/21 0:00,9AM-4PM,183 St (4),STUDENT,14
8/2/21 0:00,4PM-7PM,190 St (A),STUDENT,3
8/2/21 0:00,6AM-9AM,190 St (A),STUDENT,2
8/2/21 0:00,7PM-12AM,190 St (A),STUDENT,1
8/2/21 0:00,9AM-4PM,190 St (A),STUDENT,2
8/2/21 0:00,4PM-7PM,191 St (1),STUDENT,5
8/2/21 0:00,6AM-9AM,191 St (1),STUDENT,13
8/2/21 0:00,7PM-12AM,191 St (1),STUDENT,2
8/2/21 0:00,9AM-4PM,191 St (1),STUDENT,17
8/2/21 0:00,4PM-7PM,2 Av (F),STUDENT,5
8/2/21 0:00,6AM-9AM,2 Av (F),STUDENT,3
8/2/21 0:00,7PM-12AM,2 Av (F),STUDENT,2
8/2/21 0:00,9AM-4PM,2 Av (F),STUDENT,8
8/2/21 0:00,4PM-7PM,20 Av (D),STUDENT,3
8/2/21 0:00,6AM-9AM,20 Av (D),STUDENT,16
8/2/21 0:00,7PM-12AM,20 Av (D),STUDENT,1
8/2/21 0:00,9AM-4PM,20 Av (D),STUDENT,14
8/2/21 0:00,4PM-7PM,20 Av (N),STUDENT,2
8/2/21 0:00,6AM-9AM,20 Av (N),STUDENT,14
8/2/21 0:00,7PM-12AM,20 Av (N),STUDENT,1
8/2/21 0:00,9AM-4PM,20 Av (N),STUDENT,60
8/2/21 0:00,4PM-7PM,207 St (1),STUDENT,4
8/2/21 0:00,6AM-9AM,207 St (1),STUDENT,14
8/2/21 0:00,7PM-12AM,207 St (1),STUDENT,2
8/2/21 0:00,9AM-4PM,207 St (1),STUDENT,25
8/2/21 0:00,4PM-7PM,21 St (G),STUDENT,1
8/2/21 0:00,9AM-4PM,21 St (G),STUDENT,1
8/2/21 0:00,4PM-7PM,21 St-Queensbridge (F),STUDENT,2
8/2/21 0:00,6AM-9AM,21 St-Queensbridge (F),STUDENT,3
8/2/21 0:00,7PM-12AM,21 St-Queensbridge (F),STUDENT,2
8/2/21 0:00,9AM-4PM,21 St-Queensbridge (F),STUDENT,37
8/2/21 0:00,4PM-7PM,215 St (1),STUDENT,3
8/2/21 0:00,6AM-9AM,215 St (1),STUDENT,1
8/2/21 0:00,9AM-4PM,215 St (1),STUDENT,2
8/2/21 0:00,4PM-7PM,"219 St (2,5)",STUDENT,5
8/2/21 0:00,6AM-9AM,"219 St (2,5)",STUDENT,14
8/2/21 0:00,7PM-12AM,"219 St (2,5)",STUDENT,1
8/2/21 0:00,9AM-4PM,"219 St (2,5)",STUDENT,11
8/2/21 0:00,4PM-7PM,"225 St (2,5)",STUDENT,6
8/2/21 0:00,6AM-9AM,"225 St (2,5)",STUDENT,18
8/2/21 0:00,7PM-12AM,"225 St (2,5)",STUDENT,1
8/2/21 0:00,9AM-4PM,"225 St (2,5)",STUDENT,30
8/2/21 0:00,4PM-7PM,23 St (1),STUDENT,1
8/2/21 0:00,9AM-4PM,23 St (1),STUDENT,5
8/2/21 0:00,4PM-7PM,23 St (6),STUDENT,12
8/2/21 0:00,6AM-9AM,23 St (6),STUDENT,2
8/2/21 0:00,9AM-4PM,23 St (6),STUDENT,15
8/2/21 0:00,4PM-7PM,"23 St (C,E)",STUDENT,3
8/2/21 0:00,6AM-9AM,"23 St (C,E)",STUDENT,3
8/2/21 0:00,7PM-12AM,"23 St (C,E)",STUDENT,2
8/2/21 0:00,9AM-4PM,"23 St (C,E)",STUDENT,14
8/2/21 0:00,4PM-7PM,"23 St (F,M)",STUDENT,4
8/2/21 0:00,6AM-9AM,"23 St (F,M)",STUDENT,3
8/2/21 0:00,7PM-12AM,"23 St (F,M)",STUDENT,2
8/2/21 0:00,9AM-4PM,"23 St (F,M)",STUDENT,12
8/2/21 0:00,4PM-7PM,"23 St (R,W)",STUDENT,4
8/2/21 0:00,7PM-12AM,"23 St (R,W)",STUDENT,3
8/2/21 0:00,9AM-4PM,"23 St (R,W)",STUDENT,3
8/2/21 0:00,4PM-7PM,231 St (1),STUDENT,6
8/2/21 0:00,6AM-9AM,231 St (1),STUDENT,10
8/2/21 0:00,7PM-12AM,231 St (1),STUDENT,1
8/2/21 0:00,9AM-4PM,231 St (1),STUDENT,22
8/2/21 0:00,4PM-7PM,"233 St (2,5)",STUDENT,3
8/2/21 0:00,6AM-9AM,"233 St (2,5)",STUDENT,18
8/2/21 0:00,9AM-4PM,"233 St (2,5)",STUDENT,8
8/2/21 0:00,4PM-7PM,238 St (1),STUDENT,2
8/2/21 0:00,6AM-9AM,238 St (1),STUDENT,7
8/2/21 0:00,9AM-4PM,238 St (1),STUDENT,12
8/2/21 0:00,4PM-7PM,25 Av (D),STUDENT,3
8/2/21 0:00,6AM-9AM,25 Av (D),STUDENT,11
8/2/21 0:00,9AM-4PM,25 Av (D),STUDENT,46
8/2/21 0:00,4PM-7PM,25 St (R),STUDENT,2
8/2/21 0:00,6AM-9AM,25 St (R),STUDENT,6
8/2/21 0:00,9AM-4PM,25 St (R),STUDENT,4
8/2/21 0:00,4PM-7PM,28 St (1),STUDENT,1
8/2/21 0:00,6AM-9AM,28 St (1),STUDENT,2
8/2/21 0:00,9AM-4PM,28 St (1),STUDENT,7
8/2/21 0:00,4PM-7PM,28 St (6),STUDENT,5
8/2/21 0:00,6AM-9AM,28 St (6),STUDENT,5
8/2/21 0:00,7PM-12AM,28 St (6),STUDENT,2
8/2/21 0:00,9AM-4PM,28 St (6),STUDENT,5
8/2/21 0:00,4PM-7PM,"28 St (R,W)",STUDENT,3
8/2/21 0:00,6AM-9AM,"28 St (R,W)",STUDENT,1
8/2/21 0:00,7PM-12AM,"28 St (R,W)",STUDENT,1
8/2/21 0:00,9AM-4PM,"28 St (R,W)",STUDENT,5
8/2/21 0:00,4PM-7PM,3 Av (L),STUDENT,3
8/2/21 0:00,7PM-12AM,3 Av (L),STUDENT,1
8/2/21 0:00,4PM-7PM,3 Av-138 St (6),STUDENT,3
8/2/21 0:00,6AM-9AM,3 Av-138 St (6),STUDENT,12
8/2/21 0:00,7PM-12AM,3 Av-138 St (6),STUDENT,3
8/2/21 0:00,9AM-4PM,3 Av-138 St (6),STUDENT,21
8/2/21 0:00,12AM-6AM,"3 Av-149 St (2,5)",STUDENT,1
8/2/21 0:00,4PM-7PM,"3 Av-149 St (2,5)",STUDENT,11
8/2/21 0:00,6AM-9AM,"3 Av-149 St (2,5)",STUDENT,43
8/2/21 0:00,7PM-12AM,"3 Av-149 St (2,5)",STUDENT,4
8/2/21 0:00,9AM-4PM,"3 Av-149 St (2,5)",STUDENT,90
8/2/21 0:00,4PM-7PM,"30 Av (N,W)",STUDENT,3
8/2/21 0:00,6AM-9AM,"30 Av (N,W)",STUDENT,6
8/2/21 0:00,7PM-12AM,"30 Av (N,W)",STUDENT,4
8/2/21 0:00,9AM-4PM,"30 Av (N,W)",STUDENT,20
8/2/21 0:00,4PM-7PM,33 St (6),STUDENT,29
8/2/21 0:00,7PM-12AM,33 St (6),STUDENT,2
8/2/21 0:00,9AM-4PM,33 St (6),STUDENT,226
8/2/21 0:00,12AM-6AM,33 St-Rawson St (7),STUDENT,1
8/2/21 0:00,4PM-7PM,33 St-Rawson St (7),STUDENT,8
8/2/21 0:00,6AM-9AM,33 St-Rawson St (7),STUDENT,5
8/2/21 0:00,9AM-4PM,33 St-Rawson St (7),STUDENT,127
8/2/21 0:00,12AM-6AM,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",STUDENT,1
8/2/21 0:00,4PM-7PM,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",STUDENT,45
8/2/21 0:00,6AM-9AM,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",STUDENT,2
8/2/21 0:00,7PM-12AM,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",STUDENT,10
8/2/21 0:00,9AM-4PM,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",STUDENT,108
8/2/21 0:00,4PM-7PM,34 St-Hudson Yards (7),STUDENT,4
8/2/21 0:00,9AM-4PM,34 St-Hudson Yards (7),STUDENT,12
8/2/21 0:00,4PM-7PM,"34 St-Penn Station (1,2,3)",STUDENT,21
8/2/21 0:00,6AM-9AM,"34 St-Penn Station (1,2,3)",STUDENT,15
8/2/21 0:00,7PM-12AM,"34 St-Penn Station (1,2,3)",STUDENT,8
8/2/21 0:00,9AM-4PM,"34 St-Penn Station (1,2,3)",STUDENT,56
8/2/21 0:00,4PM-7PM,"34 St-Penn Station (A,C,E)",STUDENT,20
8/2/21 0:00,6AM-9AM,"34 St-Penn Station (A,C,E)",STUDENT,9
8/2/21 0:00,7PM-12AM,"34 St-Penn Station (A,C,E)",STUDENT,3
8/2/21 0:00,9AM-4PM,"34 St-Penn Station (A,C,E)",STUDENT,33
