taz,parkingType,chargingType,reservedFor,pricingModel,feeInCents,parkingZoneId,numStalls
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1713,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1714,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1715,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1716,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1717,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1718,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1719,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1720,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1721,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1722,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1723,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1724,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1725,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1726,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1727,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1728,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1729,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1730,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1731,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1732,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1733,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1734,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1735,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1736,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1737,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1738,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1739,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1740,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1741,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1742,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1743,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1744,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1745,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1746,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1747,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1748,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1749,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1750,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1751,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1752,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1753,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1754,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1755,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1756,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1757,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1758,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1759,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1760,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1761,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1762,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1763,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1764,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1765,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1766,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1767,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1768,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1769,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1770,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1771,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1772,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1773,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1774,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1775,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1776,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1777,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1778,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1779,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1780,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1781,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1782,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1783,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1784,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1785,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1786,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1787,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1788,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1789,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1790,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1791,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1792,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1793,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1794,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1795,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1796,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1797,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1798,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1799,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1800,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1801,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1802,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1803,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1804,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1805,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1806,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1807,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1808,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1809,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1810,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1811,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1812,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1813,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1814,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1815,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1816,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1817,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1818,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1819,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1820,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1821,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1822,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1823,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1824,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1825,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1826,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1827,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1828,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1829,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1830,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1831,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1832,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1833,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1834,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1835,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1836,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1837,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1838,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1839,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1840,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1841,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1842,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1843,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1844,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1845,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1846,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1847,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1848,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1849,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1850,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1851,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1852,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1853,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1854,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1855,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1856,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1857,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1858,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1859,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1860,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1861,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1862,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1863,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1864,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1865,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1866,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1867,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1868,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1869,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1870,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1871,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1872,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1873,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1874,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1875,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1876,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1877,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1878,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1879,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1880,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1881,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1882,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1883,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1884,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1885,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1886,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1887,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1888,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1889,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1890,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1891,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1892,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1893,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1894,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1895,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1896,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1897,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1898,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1899,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1900,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1901,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1902,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1903,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1904,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1905,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1906,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1907,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1908,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1909,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1910,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1911,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1912,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1913,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1914,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1915,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1916,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1917,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1918,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1919,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1920,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1921,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1922,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1923,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1924,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1925,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1926,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1927,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1928,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1929,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1930,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1931,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1932,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1933,35
